,Survey Year,Gender,Average Head Coach Salary,Survey Year,Gender,Average Recruiting Expenses,Survey Year,Gender,Average Athletic Aid
200,2019,Women's Team Head Coach Average Salary,171315,2019,Women's Team Recruiting Expenses,420446,2019,Women's Team Athletic Student Aid,8015824
201,2019,Women's Team Head Coach Average Salary,281194,2019,Women's Team Recruiting Expenses,388304,2019,Women's Team Athletic Student Aid,4296636
202,2019,Women's Team Head Coach Average Salary,228272,2019,Women's Team Recruiting Expenses,414363,2019,Women's Team Athletic Student Aid,3617701
203,2019,Women's Team Head Coach Average Salary,320492,2019,Women's Team Recruiting Expenses,593949,2019,Women's Team Athletic Student Aid,7270922
204,2019,Women's Team Head Coach Average Salary,188897,2019,Women's Team Recruiting Expenses,365986,2019,Women's Team Athletic Student Aid,7097953
205,2019,Women's Team Head Coach Average Salary,333299,2019,Women's Team Recruiting Expenses,333021,2019,Women's Team Athletic Student Aid,4273113
206,2019,Women's Team Head Coach Average Salary,171529,2019,Women's Team Recruiting Expenses,403934,2019,Women's Team Athletic Student Aid,5011469
207,2019,Women's Team Head Coach Average Salary,247969,2019,Women's Team Recruiting Expenses,282026,2019,Women's Team Athletic Student Aid,9463965
208,2019,Women's Team Head Coach Average Salary,259502,2019,Women's Team Recruiting Expenses,617836,2019,Women's Team Athletic Student Aid,10101564
209,2019,Women's Team Head Coach Average Salary,269693,2019,Women's Team Recruiting Expenses,314930,2019,Women's Team Athletic Student Aid,2350765
210,2019,Women's Team Head Coach Average Salary,225111,2019,Women's Team Recruiting Expenses,411397,2019,Women's Team Athletic Student Aid,4874143
211,2019,Women's Team Head Coach Average Salary,259379,2019,Women's Team Recruiting Expenses,421808,2019,Women's Team Athletic Student Aid,4208723
212,2019,Women's Team Head Coach Average Salary,164343,2019,Women's Team Recruiting Expenses,489843,2019,Women's Team Athletic Student Aid,7412218
213,2019,Women's Team Head Coach Average Salary,244776,2019,Women's Team Recruiting Expenses,266677,2019,Women's Team Athletic Student Aid,12051598
214,2019,Women's Team Head Coach Average Salary,225987,2019,Women's Team Recruiting Expenses,476877,2019,Women's Team Athletic Student Aid,10750871
215,2019,Women's Team Head Coach Average Salary,347639,2019,Women's Team Recruiting Expenses,393599,2019,Women's Team Athletic Student Aid,5367706
216,2019,Women's Team Head Coach Average Salary,167897,2019,Women's Team Recruiting Expenses,361061,2019,Women's Team Athletic Student Aid,8857107
217,2019,Women's Team Head Coach Average Salary,266211,2019,Women's Team Recruiting Expenses,436790,2019,Women's Team Athletic Student Aid,2700869
218,2019,Women's Team Head Coach Average Salary,234824,2019,Women's Team Recruiting Expenses,589944,2019,Women's Team Athletic Student Aid,7300802
219,2019,Women's Team Head Coach Average Salary,243239,2019,Women's Team Recruiting Expenses,581506,2019,Women's Team Athletic Student Aid,6197700
220,2019,Women's Team Head Coach Average Salary,447508,2019,Women's Team Recruiting Expenses,491766,2019,Women's Team Athletic Student Aid,4628966
221,2019,Women's Team Head Coach Average Salary,197083,2019,Women's Team Recruiting Expenses,473233,2019,Women's Team Athletic Student Aid,6435867
222,2019,Women's Team Head Coach Average Salary,258702,2019,Women's Team Recruiting Expenses,436399,2019,Women's Team Athletic Student Aid,5515325
223,2019,Women's Team Head Coach Average Salary,169862,2019,Women's Team Recruiting Expenses,463947,2019,Women's Team Athletic Student Aid,4848221
224,2019,Women's Team Head Coach Average Salary,205681,2019,Women's Team Recruiting Expenses,419903,2019,Women's Team Athletic Student Aid,7809102
225,2019,Women's Team Head Coach Average Salary,203818,2019,Women's Team Recruiting Expenses,227851,2019,Women's Team Athletic Student Aid,5111496
226,2019,Women's Team Head Coach Average Salary,322613,2019,Women's Team Recruiting Expenses,582086,2019,Women's Team Athletic Student Aid,5751641
227,2019,Women's Team Head Coach Average Salary,262118,2019,Women's Team Recruiting Expenses,635362,2019,Women's Team Athletic Student Aid,5532160
228,2019,Women's Team Head Coach Average Salary,223555,2019,Women's Team Recruiting Expenses,427033,2019,Women's Team Athletic Student Aid,5801184
229,2019,Women's Team Head Coach Average Salary,226837,2019,Women's Team Recruiting Expenses,510762,2019,Women's Team Athletic Student Aid,5860477
230,2019,Women's Team Head Coach Average Salary,195358,2019,Women's Team Recruiting Expenses,363654,2019,Women's Team Athletic Student Aid,5450983
231,2019,Women's Team Head Coach Average Salary,331259,2019,Women's Team Recruiting Expenses,575431,2019,Women's Team Athletic Student Aid,5507091
232,2019,Women's Team Head Coach Average Salary,260549,2019,Women's Team Recruiting Expenses,573159,2019,Women's Team Athletic Student Aid,6748332
233,2019,Women's Team Head Coach Average Salary,246674,2019,Women's Team Recruiting Expenses,333719,2019,Women's Team Athletic Student Aid,7407255
234,2019,Women's Team Head Coach Average Salary,210203,2019,Women's Team Recruiting Expenses,426001,2019,Women's Team Athletic Student Aid,8757100
235,2019,Women's Team Head Coach Average Salary,225203,2019,Women's Team Recruiting Expenses,689079,2019,Women's Team Athletic Student Aid,12388987
236,2019,Women's Team Head Coach Average Salary,180264,2019,Women's Team Recruiting Expenses,474446,2019,Women's Team Athletic Student Aid,6257109
237,2019,Women's Team Head Coach Average Salary,278235,2019,Women's Team Recruiting Expenses,346265,2019,Women's Team Athletic Student Aid,4253114
238,2019,Women's Team Head Coach Average Salary,230592,2019,Women's Team Recruiting Expenses,404809,2019,Women's Team Athletic Student Aid,5524241
239,2019,Women's Team Head Coach Average Salary,222480,2019,Women's Team Recruiting Expenses,465761,2019,Women's Team Athletic Student Aid,5939754
240,2019,Women's Team Head Coach Average Salary,187993,2019,Women's Team Recruiting Expenses,503317,2019,Women's Team Athletic Student Aid,7395087
241,2019,Women's Team Head Coach Average Salary,345977,2019,Women's Team Recruiting Expenses,577440,2019,Women's Team Athletic Student Aid,10342708
242,2019,Women's Team Head Coach Average Salary,426524,2019,Women's Team Recruiting Expenses,561622,2019,Women's Team Athletic Student Aid,7064115
243,2019,Women's Team Head Coach Average Salary,216148,2019,Women's Team Recruiting Expenses,375071,2019,Women's Team Athletic Student Aid,5850755
244,2019,Women's Team Head Coach Average Salary,304617,2019,Women's Team Recruiting Expenses,374201,2019,Women's Team Athletic Student Aid,5346038
245,2019,Women's Team Head Coach Average Salary,238264,2019,Women's Team Recruiting Expenses,492063,2019,Women's Team Athletic Student Aid,5915073
246,2019,Women's Team Head Coach Average Salary,153658,2019,Women's Team Recruiting Expenses,376612,2019,Women's Team Athletic Student Aid,9077829
247,2019,Women's Team Head Coach Average Salary,149548,2019,Women's Team Recruiting Expenses,408210,2019,Women's Team Athletic Student Aid,4846499
248,2019,Women's Team Head Coach Average Salary,184776,2019,Women's Team Recruiting Expenses,387680,2019,Women's Team Athletic Student Aid,9121222
249,2019,Women's Team Head Coach Average Salary,284259,2019,Women's Team Recruiting Expenses,370183,2019,Women's Team Athletic Student Aid,6484470
250,2019,Women's Team Head Coach Average Salary,244340,2019,Women's Team Recruiting Expenses,425253,2019,Women's Team Athletic Student Aid,8268000
251,2019,Women's Team Head Coach Average Salary,273401,2019,Women's Team Recruiting Expenses,388411,2019,Women's Team Athletic Student Aid,6784095
252,2019,Women's Team Head Coach Average Salary,195520,2019,Women's Team Recruiting Expenses,453340,2019,Women's Team Athletic Student Aid,5747027
253,2019,Women's Team Head Coach Average Salary,168074,2019,Women's Team Recruiting Expenses,278387,2019,Women's Team Athletic Student Aid,6305768
254,2019,Women's Team Head Coach Average Salary,163587,2019,Women's Team Recruiting Expenses,436995,2019,Women's Team Athletic Student Aid,4889536
255,2019,Women's Team Head Coach Average Salary,208213,2019,Women's Team Recruiting Expenses,367416,2019,Women's Team Athletic Student Aid,4063742
256,2020,Women's Team Head Coach Average Salary,206414,2020,Women's Team Recruiting Expenses,83983,2020,Women's Team Athletic Student Aid,7512857
257,2020,Women's Team Head Coach Average Salary,272634,2020,Women's Team Recruiting Expenses,117118,2020,Women's Team Athletic Student Aid,7523798
258,2020,Women's Team Head Coach Average Salary,477862,2020,Women's Team Recruiting Expenses,12850,2020,Women's Team Athletic Student Aid,9137332
259,2020,Women's Team Head Coach Average Salary,110891,2020,Women's Team Recruiting Expenses,9080,2020,Women's Team Athletic Student Aid,10546467
260,2020,Women's Team Head Coach Average Salary,173397,2020,Women's Team Recruiting Expenses,41957,2020,Women's Team Athletic Student Aid,5612976
261,2020,Women's Team Head Coach Average Salary,179180,2020,Women's Team Recruiting Expenses,61299,2020,Women's Team Athletic Student Aid,11390534
262,2020,Women's Team Head Coach Average Salary,247049,2020,Women's Team Recruiting Expenses,27109,2020,Women's Team Athletic Student Aid,3427121
263,2020,Women's Team Head Coach Average Salary,276713,2020,Women's Team Recruiting Expenses,84516,2020,Women's Team Athletic Student Aid,3707889
264,2020,Women's Team Head Coach Average Salary,168223,2020,Women's Team Recruiting Expenses,24367,2020,Women's Team Athletic Student Aid,8055009
265,2020,Women's Team Head Coach Average Salary,246343,2020,Women's Team Recruiting Expenses,69669,2020,Women's Team Athletic Student Aid,4249622
266,2020,Women's Team Head Coach Average Salary,187008,2020,Women's Team Recruiting Expenses,93762,2020,Women's Team Athletic Student Aid,3638476
267,2020,Women's Team Head Coach Average Salary,388666,2020,Women's Team Recruiting Expenses,71777,2020,Women's Team Athletic Student Aid,5823159
268,2020,Women's Team Head Coach Average Salary,174903,2020,Women's Team Recruiting Expenses,89364,2020,Women's Team Athletic Student Aid,7199941
269,2020,Women's Team Head Coach Average Salary,211126,2020,Women's Team Recruiting Expenses,42592,2020,Women's Team Athletic Student Aid,4295068
270,2020,Women's Team Head Coach Average Salary,166013,2020,Women's Team Recruiting Expenses,41976,2020,Women's Team Athletic Student Aid,5083346
271,2020,Women's Team Head Coach Average Salary,262776,2020,Women's Team Recruiting Expenses,268964,2020,Women's Team Athletic Student Aid,9488840
272,2020,Women's Team Head Coach Average Salary,200779,2020,Women's Team Recruiting Expenses,61339,2020,Women's Team Athletic Student Aid,9546594
273,2020,Women's Team Head Coach Average Salary,221457,2020,Women's Team Recruiting Expenses,40156,2020,Women's Team Athletic Student Aid,2477307
274,2020,Women's Team Head Coach Average Salary,229600,2020,Women's Team Recruiting Expenses,155824,2020,Women's Team Athletic Student Aid,4189422
275,2020,Women's Team Head Coach Average Salary,235328,2020,Women's Team Recruiting Expenses,32778,2020,Women's Team Athletic Student Aid,4556685
276,2020,Women's Team Head Coach Average Salary,178655,2020,Women's Team Recruiting Expenses,128590,2020,Women's Team Athletic Student Aid,8046104
277,2020,Women's Team Head Coach Average Salary,241188,2020,Women's Team Recruiting Expenses,210233,2020,Women's Team Athletic Student Aid,13445011
278,2020,Women's Team Head Coach Average Salary,228435,2020,Women's Team Recruiting Expenses,3034,2020,Women's Team Athletic Student Aid,10974113
279,2020,Women's Team Head Coach Average Salary,328760,2020,Women's Team Recruiting Expenses,186537,2020,Women's Team Athletic Student Aid,5901733
280,2020,Women's Team Head Coach Average Salary,177952,2020,Women's Team Recruiting Expenses,12242,2020,Women's Team Athletic Student Aid,8830096
281,2020,Women's Team Head Coach Average Salary,250267,2020,Women's Team Recruiting Expenses,322159,2020,Women's Team Athletic Student Aid,3334542
282,2020,Women's Team Head Coach Average Salary,250485,2020,Women's Team Recruiting Expenses,96605,2020,Women's Team Athletic Student Aid,7986599
283,2020,Women's Team Head Coach Average Salary,240704,2020,Women's Team Recruiting Expenses,77329,2020,Women's Team Athletic Student Aid,6620499
284,2020,Women's Team Head Coach Average Salary,399773,2020,Women's Team Recruiting Expenses,187644,2020,Women's Team Athletic Student Aid,5033331
285,2020,Women's Team Head Coach Average Salary,274116,2020,Women's Team Recruiting Expenses,141010,2020,Women's Team Athletic Student Aid,6658029
286,2020,Women's Team Head Coach Average Salary,259045,2020,Women's Team Recruiting Expenses,64254,2020,Women's Team Athletic Student Aid,5246803
287,2020,Women's Team Head Coach Average Salary,167817,2020,Women's Team Recruiting Expenses,37638,2020,Women's Team Athletic Student Aid,4811703
288,2020,Women's Team Head Coach Average Salary,202744,2020,Women's Team Recruiting Expenses,53912,2020,Women's Team Athletic Student Aid,7697665
289,2020,Women's Team Head Coach Average Salary,161173,2020,Women's Team Recruiting Expenses,21974,2020,Women's Team Athletic Student Aid,5260513
290,2020,Women's Team Head Coach Average Salary,293383,2020,Women's Team Recruiting Expenses,156678,2020,Women's Team Athletic Student Aid,5583897
291,2020,Women's Team Head Coach Average Salary,273499,2020,Women's Team Recruiting Expenses,141685,2020,Women's Team Athletic Student Aid,5982376
292,2020,Women's Team Head Coach Average Salary,216856,2020,Women's Team Recruiting Expenses,112232,2020,Women's Team Athletic Student Aid,4944733
293,2020,Women's Team Head Coach Average Salary,235667,2020,Women's Team Recruiting Expenses,28794,2020,Women's Team Athletic Student Aid,6057558
294,2020,Women's Team Head Coach Average Salary,180052,2020,Women's Team Recruiting Expenses,83889,2020,Women's Team Athletic Student Aid,6357890
295,2020,Women's Team Head Coach Average Salary,289059,2020,Women's Team Recruiting Expenses,71984,2020,Women's Team Athletic Student Aid,5591756
296,2020,Women's Team Head Coach Average Salary,254741,2020,Women's Team Recruiting Expenses,63831,2020,Women's Team Athletic Student Aid,6681538
297,2020,Women's Team Head Coach Average Salary,303902,2020,Women's Team Recruiting Expenses,88225,2020,Women's Team Athletic Student Aid,7115190
298,2020,Women's Team Head Coach Average Salary,199790,2020,Women's Team Recruiting Expenses,45125,2020,Women's Team Athletic Student Aid,9455123
299,2020,Women's Team Head Coach Average Salary,231054,2020,Women's Team Recruiting Expenses,98975,2020,Women's Team Athletic Student Aid,12170884
300,2020,Women's Team Head Coach Average Salary,176197,2020,Women's Team Recruiting Expenses,48360,2020,Women's Team Athletic Student Aid,6368659
301,2020,Women's Team Head Coach Average Salary,290004,2020,Women's Team Recruiting Expenses,108078,2020,Women's Team Athletic Student Aid,4195355
302,2020,Women's Team Head Coach Average Salary,178037,2020,Women's Team Recruiting Expenses,77639,2020,Women's Team Athletic Student Aid,5365502
303,2020,Women's Team Head Coach Average Salary,216884,2020,Women's Team Recruiting Expenses,78793,2020,Women's Team Athletic Student Aid,6055120
304,2020,Women's Team Head Coach Average Salary,180496,2020,Women's Team Recruiting Expenses,73786,2020,Women's Team Athletic Student Aid,7585859
305,2020,Women's Team Head Coach Average Salary,246918,2020,Women's Team Recruiting Expenses,119322,2020,Women's Team Athletic Student Aid,10134655
306,2020,Women's Team Head Coach Average Salary,436401,2020,Women's Team Recruiting Expenses,69932,2020,Women's Team Athletic Student Aid,6669458
307,2020,Women's Team Head Coach Average Salary,185343,2020,Women's Team Recruiting Expenses,108995,2020,Women's Team Athletic Student Aid,6047542
308,2020,Women's Team Head Coach Average Salary,295336,2020,Women's Team Recruiting Expenses,44663,2020,Women's Team Athletic Student Aid,6105120
309,2020,Women's Team Head Coach Average Salary,325706,2020,Women's Team Recruiting Expenses,37512,2020,Women's Team Athletic Student Aid,6446045
310,2020,Women's Team Head Coach Average Salary,199544,2020,Women's Team Recruiting Expenses,83832,2020,Women's Team Athletic Student Aid,10402477
311,2020,Women's Team Head Coach Average Salary,131273,2020,Women's Team Recruiting Expenses,48734,2020,Women's Team Athletic Student Aid,5149276
312,2020,Women's Team Head Coach Average Salary,216177,2020,Women's Team Recruiting Expenses,38924,2020,Women's Team Athletic Student Aid,9479757
313,2020,Women's Team Head Coach Average Salary,275659,2020,Women's Team Recruiting Expenses,129082,2020,Women's Team Athletic Student Aid,6718755
314,2020,Women's Team Head Coach Average Salary,205906,2020,Women's Team Recruiting Expenses,44512,2020,Women's Team Athletic Student Aid,7975167
315,2020,Women's Team Head Coach Average Salary,297928,2020,Women's Team Recruiting Expenses,83327,2020,Women's Team Athletic Student Aid,6881937
316,2020,Women's Team Head Coach Average Salary,189273,2020,Women's Team Recruiting Expenses,71072,2020,Women's Team Athletic Student Aid,5626079
317,2020,Women's Team Head Coach Average Salary,173548,2020,Women's Team Recruiting Expenses,73273,2020,Women's Team Athletic Student Aid,6874285
318,2020,Women's Team Head Coach Average Salary,142554,2020,Women's Team Recruiting Expenses,68825,2020,Women's Team Athletic Student Aid,4872585
319,2020,Women's Team Head Coach Average Salary,203113,2020,Women's Team Recruiting Expenses,89681,2020,Women's Team Athletic Student Aid,3685091
320,2021,Women's Team Head Coach Average Salary,226294,2021,Women's Team Recruiting Expenses,409774,2021,Women's Team Athletic Student Aid,7369001
321,2021,Women's Team Head Coach Average Salary,309118,2021,Women's Team Recruiting Expenses,736996,2021,Women's Team Athletic Student Aid,7871271
322,2021,Women's Team Head Coach Average Salary,293505,2021,Women's Team Recruiting Expenses,569986,2021,Women's Team Athletic Student Aid,9164612
323,2021,Women's Team Head Coach Average Salary,116703,2021,Women's Team Recruiting Expenses,273111,2021,Women's Team Athletic Student Aid,10836409
324,2021,Women's Team Head Coach Average Salary,246343,2021,Women's Team Recruiting Expenses,564985,2021,Women's Team Athletic Student Aid,5807829
325,2021,Women's Team Head Coach Average Salary,212563,2021,Women's Team Recruiting Expenses,630519,2021,Women's Team Athletic Student Aid,12364348
326,2021,Women's Team Head Coach Average Salary,392635,2021,Women's Team Recruiting Expenses,399420,2021,Women's Team Athletic Student Aid,4147134
327,2021,Women's Team Head Coach Average Salary,270887,2021,Women's Team Recruiting Expenses,361702,2021,Women's Team Athletic Student Aid,4415758
328,2021,Women's Team Head Coach Average Salary,193041,2021,Women's Team Recruiting Expenses,509285,2021,Women's Team Athletic Student Aid,7382441
329,2021,Women's Team Head Coach Average Salary,283214,2021,Women's Team Recruiting Expenses,461306,2021,Women's Team Athletic Student Aid,4570364
330,2021,Women's Team Head Coach Average Salary,226893,2021,Women's Team Recruiting Expenses,420461,2021,Women's Team Athletic Student Aid,4133311
331,2021,Women's Team Head Coach Average Salary,547886,2021,Women's Team Recruiting Expenses,720215,2021,Women's Team Athletic Student Aid,6383772
332,2021,Women's Team Head Coach Average Salary,214396,2021,Women's Team Recruiting Expenses,429586,2021,Women's Team Athletic Student Aid,7293343
333,2021,Women's Team Head Coach Average Salary,231344,2021,Women's Team Recruiting Expenses,439049,2021,Women's Team Athletic Student Aid,4379294
334,2021,Women's Team Head Coach Average Salary,277087,2021,Women's Team Recruiting Expenses,531624,2021,Women's Team Athletic Student Aid,4327743
335,2021,Women's Team Head Coach Average Salary,259110,2021,Women's Team Recruiting Expenses,455307,2021,Women's Team Athletic Student Aid,10119850
336,2021,Women's Team Head Coach Average Salary,234915,2021,Women's Team Recruiting Expenses,940569,2021,Women's Team Athletic Student Aid,10941261
337,2021,Women's Team Head Coach Average Salary,285471,2021,Women's Team Recruiting Expenses,379881,2021,Women's Team Athletic Student Aid,2818184
338,2021,Women's Team Head Coach Average Salary,221884,2021,Women's Team Recruiting Expenses,446348,2021,Women's Team Athletic Student Aid,4192876
339,2021,Women's Team Head Coach Average Salary,266979,2021,Women's Team Recruiting Expenses,465495,2021,Women's Team Athletic Student Aid,4529762
340,2021,Women's Team Head Coach Average Salary,224726,2021,Women's Team Recruiting Expenses,614027,2021,Women's Team Athletic Student Aid,8891800
341,2021,Women's Team Head Coach Average Salary,235546,2021,Women's Team Recruiting Expenses,692759,2021,Women's Team Athletic Student Aid,14979930
342,2021,Women's Team Head Coach Average Salary,162364,2021,Women's Team Recruiting Expenses,310200,2021,Women's Team Athletic Student Aid,10830135
343,2021,Women's Team Head Coach Average Salary,476198,2021,Women's Team Recruiting Expenses,726113,2021,Women's Team Athletic Student Aid,6547158
344,2021,Women's Team Head Coach Average Salary,198752,2021,Women's Team Recruiting Expenses,398416,2021,Women's Team Athletic Student Aid,9724509
345,2021,Women's Team Head Coach Average Salary,247847,2021,Women's Team Recruiting Expenses,749501,2021,Women's Team Athletic Student Aid,3220315
346,2021,Women's Team Head Coach Average Salary,296740,2021,Women's Team Recruiting Expenses,606889,2021,Women's Team Athletic Student Aid,8116642
347,2021,Women's Team Head Coach Average Salary,294416,2021,Women's Team Recruiting Expenses,689586,2021,Women's Team Athletic Student Aid,8503357
348,2021,Women's Team Head Coach Average Salary,601582,2021,Women's Team Recruiting Expenses,932076,2021,Women's Team Athletic Student Aid,5104278
349,2021,Women's Team Head Coach Average Salary,345532,2021,Women's Team Recruiting Expenses,708252,2021,Women's Team Athletic Student Aid,5882517
350,2021,Women's Team Head Coach Average Salary,312445,2021,Women's Team Recruiting Expenses,578809,2021,Women's Team Athletic Student Aid,6461668
351,2021,Women's Team Head Coach Average Salary,167204,2021,Women's Team Recruiting Expenses,604050,2021,Women's Team Athletic Student Aid,5943224
352,2021,Women's Team Head Coach Average Salary,214519,2021,Women's Team Recruiting Expenses,498326,2021,Women's Team Athletic Student Aid,8217846
353,2021,Women's Team Head Coach Average Salary,161173,2021,Women's Team Recruiting Expenses,304998,2021,Women's Team Athletic Student Aid,5139827
354,2021,Women's Team Head Coach Average Salary,347140,2021,Women's Team Recruiting Expenses,748260,2021,Women's Team Athletic Student Aid,5579391
355,2021,Women's Team Head Coach Average Salary,349434,2021,Women's Team Recruiting Expenses,962902,2021,Women's Team Athletic Student Aid,5897866
356,2021,Women's Team Head Coach Average Salary,251712,2021,Women's Team Recruiting Expenses,507572,2021,Women's Team Athletic Student Aid,5160318
357,2021,Women's Team Head Coach Average Salary,302638,2021,Women's Team Recruiting Expenses,657141,2021,Women's Team Athletic Student Aid,6160207
358,2021,Women's Team Head Coach Average Salary,223852,2021,Women's Team Recruiting Expenses,479959,2021,Women's Team Athletic Student Aid,6635731
359,2021,Women's Team Head Coach Average Salary,248326,2021,Women's Team Recruiting Expenses,636661,2021,Women's Team Athletic Student Aid,6221452
360,2021,Women's Team Head Coach Average Salary,300321,2021,Women's Team Recruiting Expenses,568274,2021,Women's Team Athletic Student Aid,6581219
361,2021,Women's Team Head Coach Average Salary,327297,2021,Women's Team Recruiting Expenses,490563,2021,Women's Team Athletic Student Aid,7716674
362,2021,Women's Team Head Coach Average Salary,228998,2021,Women's Team Recruiting Expenses,464463,2021,Women's Team Athletic Student Aid,8684015
363,2021,Women's Team Head Coach Average Salary,283111,2021,Women's Team Recruiting Expenses,771508,2021,Women's Team Athletic Student Aid,11873750
364,2021,Women's Team Head Coach Average Salary,214541,2021,Women's Team Recruiting Expenses,476646,2021,Women's Team Athletic Student Aid,7222797
365,2021,Women's Team Head Coach Average Salary,357240,2021,Women's Team Recruiting Expenses,592238,2021,Women's Team Athletic Student Aid,4497569
366,2021,Women's Team Head Coach Average Salary,211788,2021,Women's Team Recruiting Expenses,384380,2021,Women's Team Athletic Student Aid,5819489
367,2021,Women's Team Head Coach Average Salary,234631,2021,Women's Team Recruiting Expenses,460475,2021,Women's Team Athletic Student Aid,5767774
368,2021,Women's Team Head Coach Average Salary,229878,2021,Women's Team Recruiting Expenses,720850,2021,Women's Team Athletic Student Aid,6141107
369,2021,Women's Team Head Coach Average Salary,280319,2021,Women's Team Recruiting Expenses,640492,2021,Women's Team Athletic Student Aid,10508272
370,2021,Women's Team Head Coach Average Salary,395859,2021,Women's Team Recruiting Expenses,718317,2021,Women's Team Athletic Student Aid,7162743
371,2021,Women's Team Head Coach Average Salary,256204,2021,Women's Team Recruiting Expenses,389324,2021,Women's Team Athletic Student Aid,5994697
372,2021,Women's Team Head Coach Average Salary,304181,2021,Women's Team Recruiting Expenses,419649,2021,Women's Team Athletic Student Aid,6865237
373,2021,Women's Team Head Coach Average Salary,319526,2021,Women's Team Recruiting Expenses,560533,2021,Women's Team Athletic Student Aid,5935607
374,2021,Women's Team Head Coach Average Salary,243490,2021,Women's Team Recruiting Expenses,619482,2021,Women's Team Athletic Student Aid,10086612
375,2021,Women's Team Head Coach Average Salary,167154,2021,Women's Team Recruiting Expenses,481168,2021,Women's Team Athletic Student Aid,5181129
376,2021,Women's Team Head Coach Average Salary,204711,2021,Women's Team Recruiting Expenses,456518,2021,Women's Team Athletic Student Aid,10272996
377,2021,Women's Team Head Coach Average Salary,325796,2021,Women's Team Recruiting Expenses,593302,2021,Women's Team Athletic Student Aid,7350855
378,2021,Women's Team Head Coach Average Salary,243502,2021,Women's Team Recruiting Expenses,463187,2021,Women's Team Athletic Student Aid,7825507
379,2021,Women's Team Head Coach Average Salary,355148,2021,Women's Team Recruiting Expenses,646947,2021,Women's Team Athletic Student Aid,7961728
380,2021,Women's Team Head Coach Average Salary,269852,2021,Women's Team Recruiting Expenses,355545,2021,Women's Team Athletic Student Aid,5166222
381,2021,Women's Team Head Coach Average Salary,194387,2021,Women's Team Recruiting Expenses,308154,2021,Women's Team Athletic Student Aid,6964754
382,2021,Women's Team Head Coach Average Salary,152919,2021,Women's Team Recruiting Expenses,436118,2021,Women's Team Athletic Student Aid,5562555
383,2021,Women's Team Head Coach Average Salary,235548,2021,Women's Team Recruiting Expenses,485811,2021,Women's Team Athletic Student Aid,4352568
